NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
Malawi,Nkhata Bay,TA Malenga Mzoma,MWI.19.8_1,001MOD13A2,0.7266705882352942,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,TA Musisya,MWI.19.9_1,001MOD13A2,0.5968018817204301,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,TA Timbiri,MWI.19.10_1,001MOD13A2,0.7288969387755102,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,Lake Malawi,MWI.20.1_1,001MOD13A2,0.0115032396694214,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,Nkhotakota Boma,MWI.20.2_1,001MOD13A2,0.4572666666666667,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,Nkhotakota Game Reserve,MWI.20.3_1,001MOD13A2,0.6019130883301097,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,SC Kafuzila,MWI.20.4_1,001MOD13A2,0.6872237894736842,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,SC Mphonde,MWI.20.5_1,001MOD13A2,0.6173212962962963,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,SC Mwansambo,MWI.20.6_1,001MOD13A2,0.4417044117647059,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,TA Kanyenda,MWI.20.7_1,001MOD13A2,0.5110493256262043,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,TA Malenga Chanzi,MWI.20.8_1,001MOD13A2,0.5723390510948906,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhotakota,TA Mwadzama,MWI.20.9_1,001MOD13A2,0.5899056363636365,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,Mwabvi Game Reserve,MWI.21.1_1,001MOD13A2,0.6670684745762712,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,Nsanje Boma,MWI.21.2_1,001MOD13A2,0.6099882352941177,2013-01-01,2013,new2020_ndvi.csv
