ds,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2029-06-05,0.46800651196627285,0.7964410046674947,12.807738947067051
2029-06-21,7.739459384551378,0.7963609235102591,11.585148936356225
2029-07-07,2.7391891156518122,0.7996285135877186,12.04790047530038
2029-07-23,1.8272494951702019,0.7802775322808416,12.606790864087804
2029-08-08,1.0773931953887081,0.7576118463247253,15.258124558509598
2029-08-24,2.4204313272804767,0.7302177817471341,15.033443969324624
2029-09-09,0.8917455689942027,0.7296698802118472,17.76388429552448
2029-09-25,2.373753370066597,0.7134688359438,20.057002735107016
2029-10-11,4.438866310993321,0.7285277011846536,20.01770952047226
2029-10-27,5.691658089581435,0.7480654816656913,20.145937296712525
2029-11-12,0.772832177498247,0.7347838314318307,21.4738853696896
2029-11-28,1.843438950802518,0.735211042106502,23.004783268778034
2029-12-14,6.944105079202201,0.7185372726112854,22.56799510236453
2029-12-30,7.524607049231296,0.7644855720275346,18.420663206059434
2030-01-15,8.737530690212374,0.7961465296413317,15.600659348103008
2030-01-31,2.770340291656969,0.7885944629595919,17.239947307450297
2030-02-16,21.35666809853087,0.8339044271122128,14.977522802551354
